0;0;0;0;0;0;0.953843094
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
10;100;0;0;0;0;0.978077447
11;100;23;0;0;0;0.978438987
12;100;48;8;23;0;0.978710142
13;100;66;50;48;0;0.978913508
14;100;78;71;64;0;0.979066033
15;100;84;81;75;3;0.979180427
16;100;88;89;84;44;0.979266222
17;100;97;97;89;64;0.979330568
18;100;98;99;92;74;0.979378828
19;100;98;99;92;81;0.979415023
20;100;99;99;93;86;0.979442169
21;100;99;99;95;88;0.979462528
22;100;100;99;97;93;0.979477798
23;100;100;99;97;94;0.97948925
24;100;100;99;98;97;0.97949784
25;100;100;99;99;98;0.979504281
26;100;100;99;99;98;0.979509113
27;100;100;99;100;98;0.979512736
28;100;100;99;100;98;0.979515454
29;100;100;99;100;99;0.979517492
30;100;100;99;100;99;0.979519021
31;100;100;99;100;100;0.979520168
32;100;100;99;100;100;0.979521027
33;100;100;99;100;100;0.979521672
34;100;100;99;100;100;0.979522156
35;100;100;99;100;100;0.979522519
36;100;100;99;100;100;0.979522791
37;100;100;99;100;100;0.979522995
38;100;100;99;100;100;0.979523148
39;100;100;99;100;100;0.979523263
40;100;100;99;100;100;0.979523349
41;100;100;99;100;100;0.979523413
42;100;100;99;100;100;0.979523462
43;100;100;99;100;100;0.979523498
44;100;100;99;100;100;0.979523525
45;100;100;99;100;100;0.979523546
46;100;100;99;100;100;0.979523561
47;100;100;99;100;100;0.979523573
48;100;100;99;100;100;0.979523581
49;100;100;99;100;100;0.979523588
50;100;100;99;100;100;0.979523593
51;100;100;99;100;100;0.979523596
52;100;100;99;100;100;0.979523599
53;100;100;99;100;100;0.979523601
54;100;100;99;100;100;0.979523603
55;100;100;99;100;100;0.979523604
56;100;100;99;100;100;0.979523605
57;100;100;99;100;100;0.979523605
58;100;100;99;100;100;0.979523606
59;100;100;99;100;100;0.979523606
60;100;100;99;100;100;0.979523606
61;100;100;99;100;100;0.979523606
62;100;100;99;100;100;0.979523607
63;100;100;99;100;100;0.979523607
64;100;100;99;100;100;0.979523607
65;100;100;99;100;100;0.979523607
66;100;100;99;100;100;0.979523607
67;100;100;99;100;100;0.979523607
68;100;100;99;100;100;0.979523607
69;100;100;99;100;100;0.979523607
70;100;100;99;100;100;0.979523607
71;100;100;99;100;100;0.979523607
72;100;100;99;100;100;0.979523607
73;100;100;99;100;100;0.979523607
74;100;100;99;100;100;0.979523607
75;100;100;99;100;100;0.979523607
76;100;100;99;100;100;0.979523607
77;100;100;99;100;100;0.979523607
78;100;100;99;100;100;0.979523607
79;100;100;99;100;100;0.979523607
80;100;100;99;100;100;0.979523607
81;100;100;99;100;100;0.979523607
82;100;100;99;100;100;0.979523607
83;100;100;99;100;100;0.979523607
84;100;100;99;100;100;0.979523607
85;100;100;99;100;100;0.979523607
86;100;100;99;100;100;0.979523607
87;100;100;99;100;100;0.979523607
88;100;100;99;100;100;0.979523607
89;100;100;99;100;100;0.979523607
90;100;100;99;100;100;0.979523607
91;100;100;99;100;100;0.979523607
92;100;100;99;100;100;0.979523607
93;100;100;99;100;100;0.979523607
94;100;100;99;100;100;0.979523607
95;100;100;99;100;100;0.979523607
96;100;100;99;100;100;0.979523607
97;100;100;99;100;100;0.979523607
98;100;100;99;100;100;0.979523607
99;100;100;99;100;100;0.979523607
100;100;100;100;100;100;0.980523607
